24.558      -12.142
25.197      -8.732
26.054      -5.2815
26.812      1.4529
27.643      7.4282
28.436      10.104
29.231      12.628
30.031      11.054
30.79      11.101
31.664      12.506
32.418      13.173
33.233      11.835
34.057      8.0339
34.817      6.3014
35.607      2.921
36.442      2.8706
37.227      7.1116
38.035      5.637
38.835      6.1143
39.634      6.7498
40.421      6.7347
41.225      11.383
42.066      13.14
42.828      18.453
43.634      18.49
44.456      15.713
45.228      18.373
46.053      18.257
46.81      22.684
47.659      24.391
48.451      23.452
49.22      25.355
49.969      29.666
50.828      30.528
51.637      32.083
52.387      27.247
53.249      22.885
54.027      20.847
54.828      20.676
55.649      24.284
56.43      28.43
57.243      26.535
58.021      30.203
58.843      26.864
59.632      21.507
60.494      29.491
61.249      26.246
61.988      28.78
62.851      25.956
63.615      21.505
64.441      25.422
65.225      23.186
66.045      25.04
66.838      33.712
67.626      32.314
68.407      36.004
69.202      39.012
70.044      45.931
70.838      51.328
71.577      56.091
72.438      57.518
73.236      54.807
74.018      50.783
74.825      44.948
75.62      40.728
76.419      39.355
77.21      40.106
78.009      44.076
78.792      52.313
79.651      54.831
80.417      59.163
81.201      56.836
81.997      57.118
82.826      55.985
83.622      53.45
84.43      54.765
85.225      51.892
86.023      51.095
86.843      53.15
87.617      54.078
88.46      57.876
89.184      60.281
90.003      58.846
90.816      64.062
91.594      65.236
92.421      64.975
93.232      73.741
94.028      76.757
94.827      75.347
95.635      79
96.418      75.384
97.235      74.694
98.008      87.055
98.828      92.473
99.612      97.53
100.4      106.79
101.18      120.2
102.01      129.52
102.86      142.33
103.65      154.85
104.44      165.15
105.22      138.23
106.03      103.31
106.86      58.353
107.64      33.042
108.43      30.2
109.22      31.129
110.06      30.535
110.83      33.609
111.63      35.922
112.47      41.308
113.2      45.819
114.03      44.129
114.8      41.709
115.68      37.303
116.42      35.529
117.2      31.412
118.02      39.471
118.84      38.192
119.68      41.734
120.44      44.2
121.28      49.633
121.98      46.096
122.83      47.721
123.61      47.051
124.41      43.456
125.23      46.35
126.03      43.333
126.86      44.768
127.57      50.91
128.41      49.508
129.24      52.56
129.99      61.425
130.83      60.134
131.63      67.545
132.39      65.611
133.2      56.893
134.04      58.421
134.85      67.338
135.62      78.78
136.44      87.956
137.25      93.77
138.06      93.592
138.81      94.147
139.61      95.162
140.46      94.09
141.24      100.24
142.04      107.6
142.8      117.49
143.59      129.56
144.39      141.54
145.17      157.71
146.02      163.59
146.85      174.17
147.57      183.3
148.4      194.39
149.18      207.8
150.01      221.81
150.81      234.88
151.59      258.92
152.4      287.01
153.22      308.03
153.98      295.15
154.78      240.98
155.62      171.71
156.46      101.31
157.21      77.273
158.02      70.985
158.86      60.299
159.61      56.689
160.45      55.573
161.22      53.673
162.01      63.808
162.84      64.627
163.62      67.238
164.44      66.101
165.2      65.133
166.03      71.636
166.84      73.367
167.63      80.952
168.38      71.08
169.19      67.427
170.02      66.458
170.83      60.993
171.65      63.342
172.44      64.052
173.25      66.133
174.05      70.365
174.86      75.931
175.63      77.652
176.42      83.446
177.18      73.605
178.05      75.055
178.81      73.549
179.6      74.439
180.43      83.974
181.23      90.261
181.97      96.114
182.81      100.77
183.61      102.3
184.39      100.89
185.24      98.935
186      99.216
186.83      105.85
187.62      109.86
188.42      119.94
189.19      130.3
190.01      136.89
190.8      146.4
191.64      146.89
192.44      146.23
193.27      150.44
194.02      158.29
194.8      171.26
195.58      189.45
196.38      207.25
197.17      212.54
197.98      224.05
198.79      237.59
199.56      250.34
200.36      268.61
201.21      290.83
201.99      308.54
202.77      338.82
203.54      368.91
204.34      392.37
205.16      412.81
