24.558	-12.142
24.558	-11.869
24.414	-11.994
24.433	-11.865
24.444	-11.739
24.454	-12.035
24.396	-12.414
24.421	-12.344
24.442	-12.438
24.455	-12.732
24.453	-12.775
24.462	-12.783
24.427	-12.538
24.436	-12.74
24.439	-12.758
24.469	-13.021
24.464	-12.775
24.464	-12.712
24.5	-12.465
24.518	-12.596
24.486	-12.211
24.459	-12.054
24.495	-11.925
24.521	-12.214
24.483	-12.186
24.449	-12.115
24.437	-12.428
24.465	-12.682
24.539	-12.878
24.479	-12.491
24.495	-13.065
24.494	-12.769
24.457	-12.644
24.528	-12.652
24.504	-12.675
24.498	-12.905
24.475	-13.002
24.479	-12.821
24.515	-12.729
24.522	-12.241
24.525	-12.167
24.523	-12.293
24.52	-12.275
24.49	-12.532
24.535	-12.634
24.471	-12.79
24.56	-12.692
24.523	-12.93
24.523	-12.861
24.582	-12.977
24.514	-13.15
24.544	-12.824
24.515	-12.68
24.546	-12.769
24.575	-13.244
24.553	-13.294
24.538	-13.375
24.556	-13.601
24.54	-13.876
24.601	-13.871
24.555	-13.698
24.553	-13.844
24.552	-13.846
24.522	-13.574
24.529	-13.484
24.562	-13.511
24.574	-13.545
24.581	-13.416
24.544	-13.817
24.611	-13.357
24.613	-13.236
24.61	-12.822
24.589	-12.764
24.594	-13.001
24.579	-13.02
24.608	-13.319
24.588	-13.362
24.559	-13.492
24.593	-13.46
24.609	-13.498
24.588	-13.666
24.589	-13.925
24.589	-13.707
24.612	-13.93
24.641	-13.92
24.616	-14.061
24.635	-14.032
24.589	-14.163
24.561	-14.318
24.591	-14.234
24.597	-14.007
24.634	-14.221
24.631	-14.093
24.625	-14.031
24.588	-13.799
24.627	-13.397
24.605	-13.602
24.643	-13.337
24.63	-13.298
24.639	-13.257
24.664	-12.968
24.645	-12.594
24.654	-12.661
24.649	-12.705
24.678	-12.634
24.667	-12.942
24.638	-13.102
24.646	-13.354
24.702	-13.118
24.643	-12.799
24.682	-12.77
24.668	-12.651
24.663	-12.569
24.651	-12.301
24.667	-11.987
24.65	-11.878
24.708	-11.953
24.666	-11.877
24.673	-11.806
24.674	-11.981
24.707	-12.212
24.657	-12.223
24.658	-12.216
24.675	-12.75
24.669	-12.902
24.703	-13.007
24.632	-12.884
24.681	-12.629
24.736	-12.487
24.681	-12.57
24.693	-12.315
24.7	-12.551
24.71	-12.762
24.702	-12.87
24.751	-13.5
24.727	-13.211
24.725	-13.389
24.695	-13.495
24.723	-13.36
24.724	-13.451
24.707	-13.554
24.717	-13.399
24.718	-13.247
24.733	-13.402
24.736	-13.319
24.732	-13.247
24.745	-13.438
24.701	-13.427
24.74	-13.627
24.723	-14.165
24.726	-13.803
24.728	-13.595
24.79	-13.624
24.726	-13.614
24.71	-13.723
24.769	-13.736
24.738	-13.84
24.788	-13.822
24.776	-13.78
24.706	-13.694
24.786	-13.578
24.756	-13.438
24.755	-13.873
24.767	-13.638
24.777	-13.414
24.722	-13.168
24.791	-13.116
24.788	-13.054
24.816	-12.778
24.806	-12.62
24.754	-12.358
24.801	-12.403
24.78	-12.286
24.74	-12.451
24.787	-12.573
24.785	-12.927
24.789	-12.938
24.744	-13.312
24.766	-13.205
24.818	-13.317
24.8	-13.211
24.805	-13.376
24.757	-13.295
24.812	-13.528
24.785	-13.311
24.814	-13.203
24.831	-13.123
24.838	-13.165
24.778	-13.218
24.853	-13.073
24.78	-13.366
24.832	-13.28
24.844	-13.196
24.821	-13.115
24.8	-12.996
24.835	-12.761
24.814	-12.537
24.853	-12.662
24.839	-12.564
24.835	-12.549
24.844	-12.451
24.849	-12.553
24.866	-12.404
24.857	-12.131
24.816	-12.508
24.859	-12.648
